MONTH,YEAR,Predicted_Cases,BARANGAY_ID
1,2011,0.0,56
2,2011,1.0,56
3,2011,0.0,56
4,2011,0.0,56
5,2011,0.0,56
6,2011,2.0,56
7,2011,4.0,56
8,2011,5.0,56
9,2011,2.0,56
10,2011,0.0,56
11,2011,0.0,56
12,2011,0.0,56
1,2012,0.0,56
2,2012,0.0,56
3,2012,0.0,56
4,2012,0.0,56
5,2012,0.0,56
6,2012,0.0,56
7,2012,0.0,56
8,2012,0.0,56
9,2012,1.0,56
10,2012,0.0,56
11,2012,0.0,56
12,2012,1.0,56
1,2013,0.0,56
2,2013,1.0,56
3,2013,0.0,56
4,2013,0.0,56
5,2013,0.0,56
6,2013,0.0,56
7,2013,0.0,56
8,2013,1.0,56
9,2013,1.0,56
10,2013,0.0,56
11,2013,0.0,56
12,2013,0.0,56
1,2014,0.0,56
2,2014,0.0,56
3,2014,0.0,56
4,2014,0.0,56
5,2014,0.0,56
6,2014,0.0,56
7,2014,0.0,56
8,2014,0.0,56
9,2014,1.0,56
10,2014,0.0,56
11,2014,0.0,56
12,2014,1.0,56
1,2015,0.0,56
2,2015,0.0,56
3,2015,0.0,56
4,2015,1.0,56
5,2015,0.0,56
6,2015,0.0,56
7,2015,1.0,56
8,2015,0.0,56
9,2015,4.0,56
10,2015,2.0,56
11,2015,3.0,56
12,2015,0.0,56
1,2016,3.0,56
2,2016,0.0,56
3,2016,0.0,56
4,2016,0.0,56
5,2016,0.0,56
6,2016,0.0,56
7,2016,0.0,56
8,2016,0.0,56
9,2016,1.0,56
10,2016,1.0,56
11,2016,1.0,56
12,2016,0.0,56
1,2017,1.0,56
2,2017,0.0,56
3,2017,0.0,56
4,2017,0.0,56
5,2017,0.0,56
6,2017,0.0,56
7,2017,0.0,56
8,2017,0.0,56
9,2017,0.0,56
10,2017,0.0,56
11,2017,0.0,56
12,2017,0.0,56
1,2018,0.0,56
2,2018,1.0,56
3,2018,0.0,56
4,2018,1.0,56
5,2018,0.0,56
6,2018,0.0,56
7,2018,0.0,56
8,2018,1.0,56
9,2018,0.0,56
10,2018,0.0,56
11,2018,0.0,56
12,2018,2.0,56
1,2019,1.0,56
2,2019,0.0,56
3,2019,0.0,56
4,2019,0.0,56
5,2019,0.0,56
6,2019,0.0,56
7,2019,1.0,56
8,2019,3.0,56
9,2019,7.0,56
10,2019,3.0,56
11,2019,3.0,56
12,2019,2.0,56
1,2020,1.0,56
2,2020,0.0,56
3,2020,0.0,56
4,2020,1.0,56
5,2020,0.0,56
6,2020,0.0,56
7,2020,0.0,56
8,2020,0.0,56
9,2020,0.0,56
10,2020,0.0,56
11,2020,0.0,56
12,2020,0.0,56
1,2021,0.0,56
2,2021,0.0,56
3,2021,1.0,56
4,2021,0.0,56
5,2021,0.0,56
6,2021,0.0,56
7,2021,0.0,56
8,2021,0.0,56
9,2021,0.0,56
10,2021,0.0,56
11,2021,0.0,56
12,2021,0.0,56
1,2022,0.0,56
2,2022,0.0,56
3,2022,0.0,56
4,2022,0.0,56
5,2022,0.0,56
6,2022,0.0,56
7,2022,0.0,56
8,2022,0.0,56
9,2022,0.0,56
10,2022,0.0,56
11,2022,0.0,56
12,2022,0.0,56
1,2023,0.0,56
2,2023,0.0,56
3,2023,0.0,56
4,2023,0.0,56
5,2023,0.0,56
6,2023,0.0,56
7,2023,0.0,56
8,2023,0.0,56
9,2023,2.0,56
10,2023,0.0,56
11,2023,0.0,56
12,2023,0.0,56
1,2024,3.0,56
2,2024,0.0,56
3,2024,0.0,56
4,2024,0.0,56
5,2024,0.0,56
6,2024,0.0,56
7,2024,0.0,56
8,2024,0.0,56
9,2024,0.0,56
10,2024,3.0,56
11,2024,0.0,56
12,2024,2.0,56
1,2010,0.0,57
2,2010,0.0,57
3,2010,0.0,57
4,2010,0.0,57
5,2010,0.0,57
6,2010,0.0,57
7,2010,0.0,57
8,2010,0.0,57
9,2010,1.0,57
10,2010,1.0,57
11,2010,0.0,57
12,2010,0.0,57
1,2011,0.0,57
2,2011,0.0,57
3,2011,0.0,57
4,2011,0.0,57
5,2011,0.0,57
6,2011,0.0,57
7,2011,0.0,57
8,2011,0.0,57
9,2011,1.0,57
10,2011,1.0,57
11,2011,0.0,57
12,2011,0.0,57
1,2012,0.0,57
2,2012,0.0,57
3,2012,0.0,57
4,2012,0.0,57
5,2012,2.0,57
6,2012,0.0,57
7,2012,0.0,57
8,2012,0.0,57
9,2012,0.0,57
10,2012,0.0,57
11,2012,0.0,57
12,2012,0.0,57
1,2013,0.0,57
2,2013,0.0,57
3,2013,1.0,57
4,2013,0.0,57
5,2013,0.0,57
6,2013,0.0,57
7,2013,0.0,57
8,2013,0.0,57
9,2013,0.0,57
10,2013,1.0,57
11,2013,0.0,57
12,2013,0.0,57
1,2014,0.0,57
2,2014,0.0,57
3,2014,0.0,57
4,2014,0.0,57
5,2014,0.0,57
6,2014,0.0,57
7,2014,1.0,57
8,2014,0.0,57
9,2014,0.0,57
10,2014,0.0,57
11,2014,0.0,57
12,2014,0.0,57
1,2015,1.0,57
2,2015,0.0,57
3,2015,0.0,57
4,2015,0.0,57
5,2015,0.0,57
6,2015,0.0,57
7,2015,2.0,57
8,2015,0.0,57
9,2015,4.0,57
10,2015,6.0,57
11,2015,2.0,57
12,2015,0.0,57
1,2016,0.0,57
2,2016,0.0,57
3,2016,0.0,57
4,2016,0.0,57
5,2016,0.0,57
6,2016,0.0,57
7,2016,0.0,57
8,2016,0.0,57
9,2016,0.0,57
10,2016,1.0,57
11,2016,0.0,57
12,2016,1.0,57
1,2017,0.0,57
2,2017,0.0,57
3,2017,0.0,57
4,2017,0.0,57
5,2017,0.0,57
6,2017,0.0,57
7,2017,0.0,57
8,2017,1.0,57
9,2017,0.0,57
10,2017,0.0,57
11,2017,0.0,57
12,2017,0.0,57
1,2018,1.0,57
2,2018,0.0,57
3,2018,0.0,57
4,2018,0.0,57
5,2018,0.0,57
6,2018,0.0,57
7,2018,0.0,57
8,2018,0.0,57
9,2018,1.0,57
10,2018,0.0,57
11,2018,2.0,57
12,2018,0.0,57
1,2019,0.0,57
2,2019,0.0,57
3,2019,0.0,57
4,2019,0.0,57
5,2019,0.0,57
6,2019,0.0,57
7,2019,1.0,57
8,2019,2.0,57
9,2019,5.0,57
10,2019,1.0,57
11,2019,1.0,57
12,2019,0.0,57
1,2020,0.0,57
2,2020,1.0,57
3,2020,0.0,57
4,2020,0.0,57
5,2020,0.0,57
6,2020,0.0,57
7,2020,0.0,57
8,2020,0.0,57
9,2020,0.0,57
10,2020,0.0,57
11,2020,1.0,57
12,2020,1.0,57
1,2021,0.0,57
2,2021,0.0,57
3,2021,0.0,57
4,2021,0.0,57
5,2021,0.0,57
6,2021,0.0,57
7,2021,0.0,57
8,2021,0.0,57
9,2021,0.0,57
10,2021,0.0,57
11,2021,0.0,57
12,2021,0.0,57
1,2022,0.0,57
2,2022,0.0,57
3,2022,0.0,57
4,2022,0.0,57
5,2022,0.0,57
6,2022,0.0,57
7,2022,0.0,57
8,2022,1.0,57
9,2022,0.0,57
10,2022,2.0,57
11,2022,1.0,57
12,2022,0.0,57
1,2023,0.0,57
2,2023,1.0,57
3,2023,0.0,57
4,2023,0.0,57
5,2023,0.0,57
6,2023,0.0,57
7,2023,0.0,57
8,2023,0.0,57
9,2023,0.0,57
10,2023,0.0,57
11,2023,0.0,57
12,2023,0.0,57
1,2024,0.0,57
2,2024,0.0,57
3,2024,0.0,57
4,2024,0.0,57
5,2024,0.0,57
6,2024,0.0,57
7,2024,0.0,57
8,2024,0.0,57
9,2024,1.0,57
10,2024,2.0,57
11,2024,2.0,57
12,2024,4.0,57
1,2010,0.0,58
2,2010,0.0,58
3,2010,0.0,58
4,2010,0.0,58
5,2010,0.0,58
6,2010,0.0,58
7,2010,0.0,58
8,2010,1.0,58
9,2010,1.0,58
10,2010,0.0,58
11,2010,0.0,58
12,2010,1.0,58
1,2011,3.0,58
2,2011,3.0,58
3,2011,0.0,58
4,2011,0.0,58
5,2011,0.0,58
6,2011,0.0,58
7,2011,0.0,58
8,2011,6.0,58
9,2011,1.0,58
10,2011,0.0,58
11,2011,0.0,58
12,2011,0.0,58
1,2012,0.0,58
2,2012,0.0,58
3,2012,0.0,58
4,2012,0.0,58
5,2012,0.0,58
6,2012,1.0,58
7,2012,1.0,58
8,2012,0.0,58
9,2012,1.0,58
10,2012,1.0,58
11,2012,0.0,58
12,2012,0.0,58
1,2013,0.0,58
2,2013,0.0,58
3,2013,0.0,58
4,2013,0.0,58
5,2013,0.0,58
6,2013,0.0,58
7,2013,1.0,58
8,2013,0.0,58
9,2013,0.0,58
10,2013,0.0,58
11,2013,0.0,58
12,2013,0.0,58
1,2014,0.0,58
2,2014,0.0,58
3,2014,0.0,58
4,2014,0.0,58
5,2014,0.0,58
6,2014,1.0,58
7,2014,1.0,58
8,2014,0.0,58
9,2014,1.0,58
10,2014,1.0,58
11,2014,0.0,58
12,2014,0.0,58
1,2015,1.0,58
2,2015,0.0,58
3,2015,0.0,58
4,2015,0.0,58
5,2015,0.0,58
6,2015,0.0,58
7,2015,1.0,58
8,2015,2.0,58
9,2015,13.0,58
10,2015,8.0,58
11,2015,13.0,58
12,2015,1.0,58
1,2016,1.0,58
2,2016,0.0,58
3,2016,0.0,58
4,2016,0.0,58
5,2016,0.0,58
6,2016,1.0,58
7,2016,0.0,58
8,2016,0.0,58
9,2016,0.0,58
10,2016,0.0,58
11,2016,3.0,58
12,2016,0.0,58
1,2017,0.0,58
2,2017,1.0,58
3,2017,0.0,58
4,2017,0.0,58
5,2017,0.0,58
6,2017,0.0,58
7,2017,0.0,58
8,2017,1.0,58
9,2017,2.0,58
10,2017,1.0,58
11,2017,2.0,58
12,2017,1.0,58
1,2018,0.0,58
2,2018,0.0,58
3,2018,0.0,58
4,2018,0.0,58
5,2018,0.0,58
6,2018,0.0,58
7,2018,0.0,58
8,2018,0.0,58
9,2018,0.0,58
10,2018,1.0,58
11,2018,2.0,58
12,2018,0.0,58
1,2019,0.0,58
2,2019,0.0,58
3,2019,1.0,58
4,2019,0.0,58
5,2019,0.0,58
6,2019,0.0,58
7,2019,3.0,58
8,2019,5.0,58
9,2019,22.0,58
10,2019,11.0,58
11,2019,6.0,58
12,2019,6.0,58
1,2020,2.0,58
2,2020,3.0,58
3,2020,0.0,58
4,2020,0.0,58
5,2020,0.0,58
6,2020,0.0,58
7,2020,0.0,58
8,2020,0.0,58
9,2020,0.0,58
10,2020,0.0,58
11,2020,0.0,58
12,2020,0.0,58
1,2021,0.0,58
2,2021,0.0,58
3,2021,0.0,58
4,2021,0.0,58
5,2021,0.0,58
6,2021,0.0,58
7,2021,0.0,58
8,2021,1.0,58
9,2021,0.0,58
10,2021,0.0,58
11,2021,0.0,58
12,2021,1.0,58
1,2022,0.0,58
2,2022,0.0,58
3,2022,0.0,58
4,2022,0.0,58
5,2022,0.0,58
6,2022,0.0,58
7,2022,0.0,58
8,2022,1.0,58
9,2022,0.0,58
10,2022,0.0,58
11,2022,0.0,58
12,2022,0.0,58
1,2023,1.0,58
2,2023,1.0,58
3,2023,0.0,58
4,2023,0.0,58
5,2023,0.0,58
6,2023,0.0,58
7,2023,0.0,58
8,2023,0.0,58
9,2023,0.0,58
10,2023,0.0,58
11,2023,0.0,58
12,2023,0.0,58
1,2024,0.0,58
2,2024,0.0,58
3,2024,0.0,58
4,2024,0.0,58
5,2024,0.0,58
6,2024,0.0,58
7,2024,1.0,58
8,2024,0.0,58
9,2024,0.0,58
10,2024,1.0,58
11,2024,6.0,58
12,2024,4.0,58
1,2010,0.0,59
2,2010,0.0,59
3,2010,0.0,59
4,2010,0.0,59
5,2010,0.0,59
6,2010,0.0,59
7,2010,0.0,59
8,2010,1.0,59
9,2010,1.0,59
10,2010,2.0,59
11,2010,0.0,59
12,2010,0.0,59
1,2011,0.0,59
2,2011,0.0,59
3,2011,0.0,59
4,2011,1.0,59
5,2011,0.0,59
6,2011,0.0,59
7,2011,0.0,59
8,2011,0.0,59
9,2011,0.0,59
10,2011,0.0,59
11,2011,0.0,59
12,2011,0.0,59
1,2012,1.0,59
2,2012,0.0,59
3,2012,0.0,59
4,2012,0.0,59
5,2012,0.0,59
6,2012,0.0,59
7,2012,0.0,59
8,2012,0.0,59
9,2012,0.0,59
10,2012,0.0,59
11,2012,0.0,59
12,2012,0.0,59
1,2013,1.0,59
2,2013,0.0,59
3,2013,0.0,59
4,2013,1.0,59
5,2013,0.0,59
6,2013,0.0,59
7,2013,1.0,59
8,2013,0.0,59
9,2013,0.0,59
10,2013,0.0,59
11,2013,0.0,59
12,2013,1.0,59
1,2014,1.0,59
2,2014,0.0,59
3,2014,0.0,59
4,2014,0.0,59
5,2014,0.0,59
6,2014,0.0,59
7,2014,0.0,59
8,2014,0.0,59
9,2014,0.0,59
10,2014,0.0,59
11,2014,0.0,59
12,2014,0.0,59
1,2015,0.0,59
2,2015,0.0,59
3,2015,1.0,59
4,2015,0.0,59
5,2015,0.0,59
6,2015,0.0,59
7,2015,1.0,59
8,2015,1.0,59
9,2015,5.0,59
10,2015,6.0,59
11,2015,1.0,59
12,2015,0.0,59
1,2016,0.0,59
2,2016,1.0,59
3,2016,0.0,59
4,2016,0.0,59
5,2016,0.0,59
6,2016,0.0,59
7,2016,0.0,59
8,2016,0.0,59
9,2016,0.0,59
10,2016,0.0,59
11,2016,0.0,59
12,2016,1.0,59
1,2017,3.0,59
2,2017,1.0,59
3,2017,1.0,59
4,2017,0.0,59
5,2017,1.0,59
6,2017,0.0,59
7,2017,0.0,59
8,2017,0.0,59
9,2017,0.0,59
10,2017,0.0,59
11,2017,1.0,59
12,2017,0.0,59
1,2018,0.0,59
2,2018,0.0,59
3,2018,0.0,59
4,2018,0.0,59
5,2018,0.0,59
6,2018,0.0,59
7,2018,0.0,59
8,2018,0.0,59
9,2018,0.0,59
10,2018,0.0,59
11,2018,1.0,59
12,2018,2.0,59
1,2019,0.0,59
2,2019,0.0,59
3,2019,0.0,59
4,2019,0.0,59
5,2019,0.0,59
6,2019,0.0,59
7,2019,2.0,59
8,2019,2.0,59
9,2019,0.0,59
10,2019,1.0,59
11,2019,1.0,59
12,2019,0.0,59
1,2020,2.0,59
2,2020,2.0,59
3,2020,0.0,59
4,2020,0.0,59
5,2020,0.0,59
6,2020,0.0,59
7,2020,0.0,59
8,2020,0.0,59
9,2020,0.0,59
10,2020,0.0,59
11,2020,0.0,59
12,2020,0.0,59
1,2021,1.0,59
2,2021,0.0,59
3,2021,0.0,59
4,2021,0.0,59
5,2021,0.0,59
6,2021,0.0,59
7,2021,0.0,59
8,2021,0.0,59
9,2021,0.0,59
10,2021,0.0,59
11,2021,0.0,59
12,2021,0.0,59
1,2022,0.0,59
2,2022,0.0,59
3,2022,0.0,59
4,2022,0.0,59
5,2022,0.0,59
6,2022,1.0,59
7,2022,0.0,59
8,2022,0.0,59
9,2022,1.0,59
10,2022,0.0,59
11,2022,0.0,59
12,2022,1.0,59
1,2023,0.0,59
2,2023,0.0,59
3,2023,0.0,59
4,2023,0.0,59
5,2023,0.0,59
6,2023,0.0,59
7,2023,0.0,59
8,2023,0.0,59
9,2023,0.0,59
10,2023,0.0,59
11,2023,0.0,59
12,2023,0.0,59
1,2024,0.0,59
2,2024,0.0,59
3,2024,1.0,59
4,2024,0.0,59
5,2024,0.0,59
6,2024,0.0,59
7,2024,0.0,59
8,2024,2.0,59
9,2024,1.0,59
10,2024,1.0,59
11,2024,5.0,59
12,2024,0.0,59
1,2010,0.0,60
2,2010,0.0,60
3,2010,0.0,60
4,2010,0.0,60
5,2010,0.0,60
6,2010,0.0,60
7,2010,0.0,60
8,2010,0.0,60
9,2010,1.0,60
10,2010,0.0,60
11,2010,0.0,60
12,2010,0.0,60
1,2011,0.0,60
2,2011,0.0,60
3,2011,0.0,60
4,2011,0.0,60
5,2011,0.0,60
6,2011,0.0,60
7,2011,0.0,60
8,2011,0.0,60
9,2011,1.0,60
10,2011,0.0,60
11,2011,1.0,60
12,2011,1.0,60
1,2012,1.0,60
2,2012,0.0,60
3,2012,0.0,60
4,2012,0.0,60
5,2012,0.0,60
6,2012,0.0,60
7,2012,1.0,60
8,2012,0.0,60
9,2012,0.0,60
10,2012,0.0,60
11,2012,0.0,60
12,2012,0.0,60
1,2013,0.0,60
2,2013,0.0,60
3,2013,1.0,60
4,2013,0.0,60
5,2013,0.0,60
6,2013,0.0,60
7,2013,0.0,60
8,2013,0.0,60
9,2013,0.0,60
10,2013,1.0,60
11,2013,0.0,60
12,2013,0.0,60
1,2014,1.0,60
2,2014,0.0,60
3,2014,0.0,60
4,2014,0.0,60
5,2014,0.0,60
6,2014,0.0,60
7,2014,1.0,60
8,2014,0.0,60
9,2014,0.0,60
10,2014,0.0,60
11,2014,0.0,60
12,2014,0.0,60
1,2015,0.0,60
2,2015,1.0,60
3,2015,1.0,60
4,2015,0.0,60
5,2015,0.0,60
6,2015,1.0,60
7,2015,0.0,60
8,2015,0.0,60
9,2015,1.0,60
10,2015,5.0,60
11,2015,1.0,60
12,2015,0.0,60
1,2016,0.0,60
2,2016,0.0,60
3,2016,0.0,60
4,2016,0.0,60
5,2016,0.0,60
6,2016,0.0,60
7,2016,0.0,60
8,2016,0.0,60
9,2016,0.0,60
10,2016,1.0,60
11,2016,0.0,60
12,2016,1.0,60
1,2017,0.0,60
2,2017,0.0,60
3,2017,0.0,60
4,2017,0.0,60
5,2017,0.0,60
6,2017,0.0,60
7,2017,0.0,60
8,2017,1.0,60
9,2017,0.0,60
10,2017,0.0,60
11,2017,0.0,60
12,2017,0.0,60
1,2018,0.0,60
2,2018,1.0,60
3,2018,0.0,60
4,2018,0.0,60
5,2018,0.0,60
6,2018,0.0,60
7,2018,0.0,60
8,2018,2.0,60
9,2018,1.0,60
10,2018,2.0,60
11,2018,5.0,60
12,2018,0.0,60
1,2019,0.0,60
2,2019,0.0,60
3,2019,0.0,60
4,2019,0.0,60
5,2019,1.0,60
6,2019,0.0,60
7,2019,0.0,60
8,2019,3.0,60
9,2019,9.0,60
10,2019,2.0,60
11,2019,3.0,60
12,2019,0.0,60
1,2020,0.0,60
2,2020,1.0,60
3,2020,0.0,60
4,2020,0.0,60
5,2020,0.0,60
6,2020,0.0,60
7,2020,0.0,60
8,2020,0.0,60
9,2020,0.0,60
10,2020,0.0,60
11,2020,1.0,60
12,2020,1.0,60
1,2021,0.0,60
2,2021,0.0,60
3,2021,0.0,60
4,2021,0.0,60
5,2021,0.0,60
6,2021,0.0,60
7,2021,0.0,60
8,2021,0.0,60
9,2021,0.0,60
10,2021,0.0,60
11,2021,0.0,60
12,2021,0.0,60
1,2022,0.0,60
2,2022,0.0,60
3,2022,0.0,60
4,2022,0.0,60
5,2022,0.0,60
6,2022,0.0,60
7,2022,0.0,60
8,2022,1.0,60
9,2022,0.0,60
10,2022,2.0,60
11,2022,1.0,60
12,2022,0.0,60
1,2023,0.0,60
2,2023,1.0,60
3,2023,0.0,60
4,2023,0.0,60
5,2023,0.0,60
6,2023,0.0,60
7,2023,0.0,60
8,2023,0.0,60
9,2023,0.0,60
10,2023,0.0,60
11,2023,0.0,60
12,2023,0.0,60
1,2024,0.0,60
2,2024,0.0,60
3,2024,0.0,60
4,2024,0.0,60
5,2024,0.0,60
6,2024,0.0,60
7,2024,0.0,60
8,2024,0.0,60
9,2024,1.0,60
10,2024,2.0,60
11,2024,2.0,60
12,2024,4.0,60
1,2010,0.0,61
2,2010,0.0,61
3,2010,0.0,61
4,2010,0.0,61
5,2010,0.0,61
6,2010,0.0,61
7,2010,0.0,61
8,2010,1.0,61
9,2010,1.0,61
10,2010,1.0,61
11,2010,0.0,61
12,2010,0.0,61
1,2011,2.0,61
2,2011,0.0,61
3,2011,1.0,61
4,2011,0.0,61
5,2011,0.0,61
6,2011,0.0,61
7,2011,0.0,61
8,2011,2.0,61
9,2011,0.0,61
10,2011,0.0,61
11,2011,0.0,61
12,2011,0.0,61
1,2012,0.0,61
2,2012,0.0,61
3,2012,0.0,61
4,2012,1.0,61
5,2012,0.0,61
6,2012,0.0,61
7,2012,0.0,61
8,2012,0.0,61
9,2012,1.0,61
10,2012,2.0,61
11,2012,0.0,61
12,2012,0.0,61
1,2013,0.0,61
2,2013,0.0,61
3,2013,0.0,61
4,2013,0.0,61
5,2013,0.0,61
6,2013,0.0,61
7,2013,0.0,61
8,2013,5.0,61
9,2013,0.0,61
10,2013,0.0,61
11,2013,1.0,61
12,2013,0.0,61
1,2014,0.0,61
2,2014,0.0,61
3,2014,0.0,61
4,2014,1.0,61
5,2014,0.0,61
6,2014,0.0,61
7,2014,0.0,61
8,2014,0.0,61
9,2014,1.0,61
10,2014,2.0,61
11,2014,0.0,61
12,2014,0.0,61
1,2015,1.0,61
2,2015,0.0,61
3,2015,0.0,61
4,2015,0.0,61
5,2015,0.0,61
6,2015,0.0,61
7,2015,4.0,61
8,2015,2.0,61
9,2015,4.0,61
10,2015,6.0,61
11,2015,6.0,61
12,2015,0.0,61
1,2016,0.0,61
2,2016,0.0,61
3,2016,0.0,61
4,2016,0.0,61
5,2016,0.0,61
6,2016,0.0,61
7,2016,0.0,61
8,2016,1.0,61
9,2016,1.0,61
10,2016,3.0,61
11,2016,2.0,61
12,2016,0.0,61
1,2017,3.0,61
2,2017,1.0,61
3,2017,0.0,61
4,2017,0.0,61
5,2017,0.0,61
6,2017,0.0,61
7,2017,0.0,61
8,2017,2.0,61
9,2017,0.0,61
10,2017,0.0,61
11,2017,2.0,61
12,2017,0.0,61
1,2018,0.0,61
2,2018,0.0,61
3,2018,0.0,61
4,2018,0.0,61
5,2018,0.0,61
6,2018,0.0,61
7,2018,1.0,61
8,2018,0.0,61
9,2018,0.0,61
10,2018,0.0,61
11,2018,0.0,61
12,2018,0.0,61
1,2019,0.0,61
2,2019,0.0,61
3,2019,0.0,61
4,2019,0.0,61
5,2019,0.0,61
6,2019,1.0,61
7,2019,3.0,61
8,2019,1.0,61
9,2019,6.0,61
10,2019,8.0,61
11,2019,2.0,61
12,2019,0.0,61
1,2020,1.0,61
2,2020,0.0,61
3,2020,0.0,61
4,2020,0.0,61
5,2020,0.0,61
6,2020,0.0,61
7,2020,0.0,61
8,2020,0.0,61
9,2020,0.0,61
10,2020,0.0,61
11,2020,0.0,61
12,2020,0.0,61
1,2021,2.0,61
2,2021,1.0,61
3,2021,0.0,61
4,2021,0.0,61
5,2021,0.0,61
6,2021,0.0,61
7,2021,0.0,61
8,2021,0.0,61
9,2021,0.0,61
10,2021,0.0,61
11,2021,0.0,61
12,2021,0.0,61
1,2022,0.0,61
2,2022,0.0,61
3,2022,0.0,61
4,2022,1.0,61
5,2022,0.0,61
6,2022,0.0,61
7,2022,0.0,61
8,2022,0.0,61
9,2022,0.0,61
10,2022,1.0,61
11,2022,0.0,61
12,2022,1.0,61
1,2023,0.0,61
2,2023,0.0,61
3,2023,0.0,61
4,2023,0.0,61
5,2023,0.0,61
6,2023,0.0,61
7,2023,0.0,61
8,2023,0.0,61
9,2023,0.0,61
10,2023,0.0,61
11,2023,0.0,61
12,2023,0.0,61
1,2024,0.0,61
2,2024,0.0,61
3,2024,0.0,61
4,2024,0.0,61
5,2024,0.0,61
6,2024,0.0,61
7,2024,0.0,61
8,2024,0.0,61
9,2024,1.0,61
10,2024,1.0,61
11,2024,3.0,61
12,2024,3.0,61
1,2010,0.0,62
2,2010,0.0,62
3,2010,0.0,62
4,2010,0.0,62
5,2010,0.0,62
6,2010,0.0,62
7,2010,0.0,62
8,2010,0.0,62
9,2010,1.0,62
10,2010,0.0,62
11,2010,0.0,62
12,2010,0.0,62
1,2011,0.0,62
2,2011,0.0,62
3,2011,1.0,62
4,2011,0.0,62
5,2011,0.0,62
6,2011,0.0,62
7,2011,0.0,62
8,2011,0.0,62
9,2011,0.0,62
10,2011,0.0,62
11,2011,0.0,62
12,2011,0.0,62
1,2012,0.0,62
2,2012,0.0,62
3,2012,1.0,62
4,2012,0.0,62
5,2012,0.0,62
6,2012,0.0,62
7,2012,1.0,62
8,2012,1.0,62
9,2012,1.0,62
10,2012,1.0,62
11,2012,0.0,62
12,2012,0.0,62
1,2013,0.0,62
2,2013,0.0,62
3,2013,0.0,62
4,2013,0.0,62
5,2013,0.0,62
6,2013,0.0,62
7,2013,2.0,62
8,2013,0.0,62
9,2013,1.0,62
10,2013,0.0,62
11,2013,0.0,62
12,2013,0.0,62
1,2014,0.0,62
2,2014,0.0,62
3,2014,1.0,62
4,2014,0.0,62
5,2014,0.0,62
6,2014,0.0,62
7,2014,1.0,62
8,2014,1.0,62
9,2014,1.0,62
10,2014,1.0,62
11,2014,0.0,62
12,2014,0.0,62
1,2015,1.0,62
2,2015,0.0,62
3,2015,1.0,62
4,2015,1.0,62
5,2015,0.0,62
6,2015,2.0,62
7,2015,3.0,62
8,2015,1.0,62
9,2015,0.0,62
10,2015,2.0,62
11,2015,1.0,62
12,2015,0.0,62
1,2016,0.0,62
2,2016,1.0,62
3,2016,0.0,62
4,2016,0.0,62
5,2016,0.0,62
6,2016,0.0,62
7,2016,0.0,62
8,2016,0.0,62
9,2016,0.0,62
10,2016,1.0,62
11,2016,0.0,62
12,2016,0.0,62
1,2017,0.0,62
2,2017,0.0,62
3,2017,0.0,62
4,2017,0.0,62
5,2017,1.0,62
6,2017,0.0,62
7,2017,0.0,62
8,2017,1.0,62
9,2017,1.0,62
10,2017,0.0,62
11,2017,0.0,62
12,2017,1.0,62
1,2018,0.0,62
2,2018,0.0,62
3,2018,0.0,62
4,2018,0.0,62
5,2018,0.0,62
6,2018,0.0,62
7,2018,0.0,62
8,2018,0.0,62
9,2018,0.0,62
10,2018,0.0,62
11,2018,0.0,62
12,2018,0.0,62
1,2019,0.0,62
2,2019,0.0,62
3,2019,0.0,62
4,2019,0.0,62
5,2019,0.0,62
6,2019,0.0,62
7,2019,4.0,62
8,2019,5.0,62
9,2019,7.0,62
10,2019,3.0,62
11,2019,1.0,62
12,2019,0.0,62
1,2020,1.0,62
2,2020,0.0,62
3,2020,0.0,62
4,2020,0.0,62
5,2020,0.0,62
6,2020,0.0,62
7,2020,0.0,62
8,2020,0.0,62
9,2020,0.0,62
10,2020,0.0,62
11,2020,2.0,62
12,2020,3.0,62
1,2021,3.0,62
2,2021,1.0,62
3,2021,0.0,62
4,2021,0.0,62
5,2021,0.0,62
6,2021,0.0,62
7,2021,0.0,62
8,2021,0.0,62
9,2021,0.0,62
10,2021,0.0,62
11,2021,0.0,62
12,2021,0.0,62
1,2022,0.0,62
2,2022,0.0,62
3,2022,0.0,62
4,2022,0.0,62
5,2022,0.0,62
6,2022,0.0,62
7,2022,0.0,62
8,2022,0.0,62
9,2022,1.0,62
10,2022,1.0,62
11,2022,0.0,62
12,2022,0.0,62
1,2023,1.0,62
2,2023,1.0,62
3,2023,0.0,62
4,2023,0.0,62
5,2023,0.0,62
6,2023,0.0,62
7,2023,0.0,62
8,2023,0.0,62
9,2023,0.0,62
10,2023,1.0,62
11,2023,0.0,62
12,2023,0.0,62
1,2024,0.0,62
2,2024,0.0,62
3,2024,0.0,62
4,2024,0.0,62
5,2024,0.0,62
6,2024,0.0,62
7,2024,0.0,62
8,2024,0.0,62
9,2024,0.0,62
10,2024,0.0,62
11,2024,1.0,62
12,2024,0.0,62
1,2010,0.0,63
2,2010,0.0,63
3,2010,0.0,63
4,2010,0.0,63
5,2010,0.0,63
6,2010,0.0,63
7,2010,0.0,63
8,2010,0.0,63
9,2010,0.0,63
10,2010,1.0,63
11,2010,0.0,63
12,2010,1.0,63
1,2011,4.0,63
2,2011,1.0,63
3,2011,2.0,63
4,2011,3.0,63
5,2011,0.0,63
6,2011,0.0,63
7,2011,0.0,63
8,2011,1.0,63
9,2011,0.0,63
10,2011,0.0,63
